comment,age_group,comment_length,word_count,processed_tokens,processed_text
empty nest syndrome real!!!,35-49,27,4,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
bridge club meeting!!,50+,21,3,"['bridge', 'club', 'meeting']",bridge club meeting
technology moves too fast,50+,25,4,"['technology', 'move', 'fast']",technology move fast
work-life is important,25-34,22,3,"['worklife', 'important']",worklife important
arthritis acting up today!!!,50+,28,4,"['arthritis', 'acting', 'today']",arthritis acting today
arthritis up today,50+,18,3,"['arthritis', 'today']",arthritis today
BACK IN DAY,50+,11,3,"['back', 'day']",back day
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
investing for retirement,25-34,24,3,"['investing', 'retirement']",investing retirement
parent-teacher conference today!!!,25-34,34,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
planning for retirement!,35-49,24,3,"['planning', 'retirement']",planning retirement
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
big mood,<18,8,2,"['big', 'mood']",big mood
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
mortgage rates are insane,25-34,25,4,"['mortgage', 'rate', 'insane']",mortgage rate insane
investing for retirement,25-34,24,3,"['investing', 'retirement']",investing retirement
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
my student loans are killing me,18-24,31,6,"['student', 'loan', 'killing']",student loan killing
looking forward to basically the weekend!!!,25-34,43,6,"['looking', 'forward', 'basically', 'weekend']",looking forward basically weekend
blood pressure medication!!!,35-49,28,3,"['blood', 'pressure', 'medication']",blood pressure medication
managing aging parents and grown kids,35-49,37,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
investing for retirement!!!,25-34,27,3,"['investing', 'retirement']",investing retirement
business trip next week!!,25-34,25,4,"['business', 'trip', 'next', 'week']",business trip next week
doctor appointments every week,50+,30,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
bruh moment fr!,<18,15,3,"['bruh', 'moment', 'fr']",bruh moment fr
need coffee to function,18-24,23,4,"['need', 'coffee', 'function']",need coffee function
my kids are driving me crazy!!!,25-34,31,6,"['kid', 'driving', 'crazy']",kid driving crazy
hustle paying off,18-24,17,3,"['hustle', 'paying']",hustle paying
apartment hunting is stressful,18-24,30,4,"['apartment', 'hunting', 'stressful']",apartment hunting stressful
back in my day!!,50+,16,4,"['back', 'day']",back day
apartment basically hunting is stressful,18-24,40,5,"['apartment', 'basically', 'hunting', 'stressful']",apartment basically hunting stressful
working remote has pros and cons!!,18-24,34,6,"['working', 'remote', 'pro', 'con']",working remote pro con
back in my day,50+,14,4,"['back', 'day']",back day
SIDE HUSTLE PAYING OFF,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
apartment hunting is stressful,18-24,30,4,"['apartment', 'hunting', 'stressful']",apartment hunting stressful
YEET,<18,4,1,['yeet'],yeet
THINKING ABOUT CHANGING CAREERS,25-34,31,4,"['thinking', 'changing', 'career']",thinking changing career
technology moves too fast,50+,25,4,"['technology', 'move', 'fast']",technology move fast
empty syndrome is real!!,35-49,24,4,"['empty', 'syndrome', 'real']",empty syndrome real
golden years indeed,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
thinking about changing careers,25-34,31,4,"['thinking', 'changing', 'career']",thinking changing career
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
my daughter graduating college,35-49,30,4,"['daughter', 'graduating', 'college']",daughter graduating college
side hustle paying,18-24,18,3,"['side', 'hustle', 'paying']",side hustle paying
BIG MOOD!,<18,9,2,"['big', 'mood']",big mood
lowkey obsessed with absolutely this,<18,36,5,"['lowkey', 'obsessed', 'absolutely']",lowkey obsessed absolutely
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
mortgage rates are insane!!,25-34,27,4,"['mortgage', 'rate', 'insane']",mortgage rate insane
vibing with my besties,<18,22,4,"['vibing', 'besties']",vibing besties
aging parents and grown kids!!!,35-49,31,5,"['aging', 'parent', 'grown', 'kid']",aging parent grown kid
cap this slaps!!,<18,16,3,"['cap', 'slap']",cap slap
investing for retirement,25-34,24,3,"['investing', 'retirement']",investing retirement
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
managing aging parents and grown kids,35-49,37,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
business trip literally next week,25-34,33,5,"['business', 'trip', 'literally', 'next', 'week']",business trip literally next week
working remote has pros very and cons,18-24,37,7,"['working', 'remote', 'pro', 'con']",working remote pro con
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
senior discount is basically the best part,50+,42,7,"['senior', 'discount', 'basically', 'best', 'part']",senior discount basically best part
empty nest syndrome is real,35-49,27,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
working remote has pros and cons,18-24,32,6,"['working', 'remote', 'pro', 'con']",working remote pro con
empty nest syndrome is real,35-49,27,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
no cap this slaps,<18,17,4,"['cap', 'slap']",cap slap
grandchildren visiting this weekend,35-49,35,4,"['grandchild', 'visiting', 'weekend']",grandchild visiting weekend
side hustle paying,18-24,18,3,"['side', 'hustle', 'paying']",side hustle paying
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
mortgage rates are insane,25-34,25,4,"['mortgage', 'rate', 'insane']",mortgage rate insane
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
empty nest syndrome is real,35-49,27,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
my kids are driving me,25-34,22,5,"['kid', 'driving']",kid driving
PLANNING FOR RETIREMENT,35-49,23,3,"['planning', 'retirement']",planning retirement
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
proud of my children's accomplishments,35-49,38,5,"['proud', 'childrens', 'accomplishment']",proud childrens accomplishment
absolutely back in my day,50+,25,5,"['absolutely', 'back', 'day']",absolutely back day
adulting is hard,18-24,16,3,"['adulting', 'hard']",adulting hard
golden years indeed,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
doctor appointments every week,50+,30,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
empty nest syndrome is real,35-49,27,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
no cap this slaps,<18,17,4,"['cap', 'slap']",cap slap
need to schedule a doctor appointment!!!,25-34,40,6,"['need', 'schedule', 'doctor', 'appointment']",need schedule doctor appointment
big mood!!,<18,10,2,"['big', 'mood']",big mood
retirement is wonderful!!,50+,25,3,"['retirement', 'wonderful']",retirement wonderful
parent-teacher conference today!,25-34,32,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
yeet,<18,4,1,['yeet'],yeet
health insurance costs are rising,35-49,33,5,"['health', 'insurance', 'cost', 'rising']",health insurance cost rising
proud of my children's accomplishments,35-49,38,5,"['proud', 'childrens', 'accomplishment']",proud childrens accomplishment
this is fire,<18,12,3,['fire'],fire
that's sus,<18,10,2,"['thats', 'sus']",thats sus
lowkey obsessed with this,<18,25,4,"['lowkey', 'obsessed']",lowkey obsessed
totally doctor appointments every week,50+,38,5,"['totally', 'doctor', 'appointment', 'every', 'week']",totally doctor appointment every week
grandchildren are basically such a blessing,50+,43,6,"['grandchild', 'basically', 'blessing']",grandchild basically blessing
yeet,<18,4,1,['yeet'],yeet
this is fire!!,<18,14,3,['fire'],fire
senior discount is the best part,50+,32,6,"['senior', 'discount', 'best', 'part']",senior discount best part
grandchildren are such a blessing,50+,33,5,"['grandchild', 'blessing']",grandchild blessing
big mood,<18,8,2,"['big', 'mood']",big mood
empty nest syndrome is real!,35-49,28,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
considering downsizing our home,35-49,31,4,"['considering', 'downsizing', 'home']",considering downsizing home
just meal prepped for the week,18-24,30,6,"['meal', 'prepped', 'week']",meal prepped week
big mood!,<18,9,2,"['big', 'mood']",big mood
managing aging parents and grown kids,35-49,37,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
that's sus,<18,10,2,"['thats', 'sus']",thats sus
just finished my,18-24,16,3,['finished'],finished
back in my day!!!,50+,17,4,"['back', 'day']",back day
my daughter is graduating college!!,35-49,35,5,"['daughter', 'graduating', 'college']",daughter graduating college
adulting is hard,18-24,16,3,"['adulting', 'hard']",adulting hard
technology moves too fast,50+,25,4,"['technology', 'move', 'fast']",technology move fast
golden years indeed,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
business trip next week,25-34,23,4,"['business', 'trip', 'next', 'week']",business trip next week
empty nest syndrome real,35-49,24,4,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
JUST FINISHED MY FINALS,18-24,23,4,"['finished', 'final']",finished final
back in my day!!,50+,16,4,"['back', 'day']",back day
working remote has pros and cons!,18-24,33,6,"['working', 'remote', 'pro', 'con']",working remote pro con
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
remember when phones had,50+,24,4,"['remember', 'phone']",remember phone
NO CAP VERY THIS SLAPS,<18,22,5,"['cap', 'slap']",cap slap
THINKING CHANGING CAREERS,25-34,25,3,"['thinking', 'changing', 'career']",thinking changing career
remember when phones had cords,50+,30,5,"['remember', 'phone', 'cord']",remember phone cord
this is fire!,<18,13,3,['fire'],fire
CONSIDERING OUR HOME,35-49,20,3,"['considering', 'home']",considering home
senior discount is the best part,50+,32,6,"['senior', 'discount', 'best', 'part']",senior discount best part
side paying off,18-24,15,3,"['side', 'paying']",side paying
health insurance costs are rising,35-49,33,5,"['health', 'insurance', 'cost', 'rising']",health insurance cost rising
business trip next week!!!,25-34,26,4,"['business', 'trip', 'next', 'week']",business trip next week
bridge club meeting!!,50+,21,3,"['bridge', 'club', 'meeting']",bridge club meeting
health insurance costs are rising,35-49,33,5,"['health', 'insurance', 'cost', 'rising']",health insurance cost rising
vibing with honestly my besties,<18,31,5,"['vibing', 'honestly', 'besties']",vibing honestly besties
working remote has pros and cons,18-24,32,6,"['working', 'remote', 'pro', 'con']",working remote pro con
health insurance costs are rising!,35-49,34,5,"['health', 'insurance', 'cost', 'rising']",health insurance cost rising
GOLDEN YEARS INDEED,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
golden years indeed!!!,50+,22,3,"['golden', 'year', 'indeed']",golden year indeed
senior discount is the best part!,50+,33,6,"['senior', 'discount', 'best', 'part']",senior discount best part
looking forward to the weekend,25-34,30,5,"['looking', 'forward', 'weekend']",looking forward weekend
just finished my finals,18-24,23,4,"['finished', 'final']",finished final
networking event tonight!!!,18-24,27,3,"['networking', 'event', 'tonight']",networking event tonight
REUNION WITH FRIENDS!!!,35-49,23,3,"['reunion', 'friend']",reunion friend
looking forward to the weekend!!,25-34,32,5,"['looking', 'forward', 'weekend']",looking forward weekend
APARTMENT IS STRESSFUL!!!,18-24,25,3,"['apartment', 'stressful']",apartment stressful
MY STUDENT LOANS ARE KILLING ME,18-24,31,6,"['student', 'loan', 'killing']",student loan killing
back in my day!,50+,15,4,"['back', 'day']",back day
blood pressure medication,35-49,25,3,"['blood', 'pressure', 'medication']",blood pressure medication
dating apps are the worst,18-24,25,5,"['dating', 'apps', 'worst']",dating apps worst
that's sus!!!,<18,13,2,"['thats', 'sus']",thats sus
grandchildren visiting this weekend,35-49,35,4,"['grandchild', 'visiting', 'weekend']",grandchild visiting weekend
home renovation project,25-34,23,3,"['home', 'renovation', 'project']",home renovation project
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
bruh moment fr!,<18,15,3,"['bruh', 'moment', 'fr']",bruh moment fr
doctor appointments every week,50+,30,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
empty nest syndrome is real,35-49,27,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
that's sus,<18,10,2,"['thats', 'sus']",thats sus
my kids are driving me crazy,25-34,28,6,"['kid', 'driving', 'crazy']",kid driving crazy
doctor appointments every week,50+,30,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
health insurance costs are rising,35-49,33,5,"['health', 'insurance', 'cost', 'rising']",health insurance cost rising
just meal prepped for the week,18-24,30,6,"['meal', 'prepped', 'week']",meal prepped week
this is fire!!!,<18,15,3,['fire'],fire
considering downsizing our home!!!,35-49,34,4,"['considering', 'downsizing', 'home']",considering downsizing home
doctor appointments every week!!!,50+,33,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
reunion with old friends,35-49,24,4,"['reunion', 'old', 'friend']",reunion old friend
PARENT-TEACHER CONFERENCE TODAY,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
BIG MOOD,<18,8,2,"['big', 'mood']",big mood
managing aging parents and grown kids,35-49,37,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
totally thinking about changing careers,25-34,39,5,"['totally', 'thinking', 'changing', 'career']",totally thinking changing career
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
just meal prepped for the week,18-24,30,6,"['meal', 'prepped', 'week']",meal prepped week
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
big mood,<18,8,2,"['big', 'mood']",big mood
parent-teacher conference today!,25-34,32,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
health insurance costs rising,35-49,29,4,"['health', 'insurance', 'cost', 'rising']",health insurance cost rising
that's sus,<18,10,2,"['thats', 'sus']",thats sus
grandchildren visiting this weekend,35-49,35,4,"['grandchild', 'visiting', 'weekend']",grandchild visiting weekend
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
my kids are driving me crazy,25-34,28,6,"['kid', 'driving', 'crazy']",kid driving crazy
GRANDCHILDREN ARE SUCH A BLESSING,50+,33,5,"['grandchild', 'blessing']",grandchild blessing
just finished my finals!!,18-24,25,4,"['finished', 'final']",finished final
reunion with old friends!,35-49,25,4,"['reunion', 'old', 'friend']",reunion old friend
downsizing our home,35-49,19,3,"['downsizing', 'home']",downsizing home
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
mortgage are insane,25-34,19,3,"['mortgage', 'insane']",mortgage insane
planning for retirement,35-49,23,3,"['planning', 'retirement']",planning retirement
RETIREMENT IS WONDERFUL,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
health insurance costs are rising,35-49,33,5,"['health', 'insurance', 'cost', 'rising']",health insurance cost rising
remember when phones had cords,50+,30,5,"['remember', 'phone', 'cord']",remember phone cord
health insurance actually costs are rising!,35-49,43,6,"['health', 'insurance', 'actually', 'cost', 'rising']",health insurance actually cost rising
doctor appointments every week!!!,50+,33,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
dating apps are the worst,18-24,25,5,"['dating', 'apps', 'worst']",dating apps worst
SIDE HUSTLE PAYING!!!,18-24,21,3,"['side', 'hustle', 'paying']",side hustle paying
BRIDGE CLUB MEETING,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
golden years indeed,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
doctor appointments every week,50+,30,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
managing aging parents and kids,35-49,31,5,"['managing', 'aging', 'parent', 'kid']",managing aging parent kid
yeet!!!,<18,7,1,['yeet'],yeet
mortgage rates are insane,25-34,25,4,"['mortgage', 'rate', 'insane']",mortgage rate insane
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
back in my day,50+,14,4,"['back', 'day']",back day
back in my day!!!,50+,17,4,"['back', 'day']",back day
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
my student loans are killing me,18-24,31,6,"['student', 'loan', 'killing']",student loan killing
lowkey obsessed with this!!,<18,27,4,"['lowkey', 'obsessed']",lowkey obsessed
considering our home,35-49,20,3,"['considering', 'home']",considering home
omg this is so kinda lit,<18,24,6,"['omg', 'kinda', 'lit']",omg kinda lit
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
apartment hunting is stressful!!!,18-24,33,4,"['apartment', 'hunting', 'stressful']",apartment hunting stressful
GOLDEN YEARS INDEED,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
just finished my finals,18-24,23,4,"['finished', 'final']",finished final
looking forward to the weekend,25-34,30,5,"['looking', 'forward', 'weekend']",looking forward weekend
grandchildren are such a blessing,50+,33,5,"['grandchild', 'blessing']",grandchild blessing
planning for retirement!!!,35-49,26,3,"['planning', 'retirement']",planning retirement
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
need coffee to function!,18-24,24,4,"['need', 'coffee', 'function']",need coffee function
grandchildren visiting this,35-49,27,3,"['grandchild', 'visiting']",grandchild visiting
vibing with my besties,<18,22,4,"['vibing', 'besties']",vibing besties
arthritis acting super up today!,50+,32,5,"['arthritis', 'acting', 'super', 'today']",arthritis acting super today
blood pressure medication!,35-49,26,3,"['blood', 'pressure', 'medication']",blood pressure medication
student loans are killing me!!,18-24,30,5,"['student', 'loan', 'killing']",student loan killing
reunion old friends,35-49,19,3,"['reunion', 'old', 'friend']",reunion old friend
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
NEED SUPER TO SCHEDULE A DOCTOR APPOINTMENT,25-34,43,7,"['need', 'super', 'schedule', 'doctor', 'appointment']",need super schedule doctor appointment
vibing with my besties!!,<18,24,4,"['vibing', 'besties']",vibing besties
managing aging parents and grown kids,35-49,37,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
considering downsizing our home,35-49,31,4,"['considering', 'downsizing', 'home']",considering downsizing home
home renovation project,25-34,23,3,"['home', 'renovation', 'project']",home renovation project
golden years indeed!!,50+,21,3,"['golden', 'year', 'indeed']",golden year indeed
slay queen,<18,10,2,"['slay', 'queen']",slay queen
working remote has and cons,18-24,27,5,"['working', 'remote', 'con']",working remote con
considering downsizing our home,35-49,31,4,"['considering', 'downsizing', 'home']",considering downsizing home
RETIREMENT IS WONDERFUL,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
arthritis acting up today,50+,25,4,"['arthritis', 'acting', 'today']",arthritis acting today
back in day,50+,11,3,"['back', 'day']",back day
YEET!!!,<18,7,1,['yeet'],yeet
PLANNING FOR RETIREMENT!,35-49,24,3,"['planning', 'retirement']",planning retirement
adulting is hard!!,18-24,18,3,"['adulting', 'hard']",adulting hard
PLANNING FOR RETIREMENT,35-49,23,3,"['planning', 'retirement']",planning retirement
OMG THIS IS SO LIT,<18,18,5,"['omg', 'lit']",omg lit
health insurance costs are rising,35-49,33,5,"['health', 'insurance', 'cost', 'rising']",health insurance cost rising
yeet!,<18,5,1,['yeet'],yeet
looking forward to weekend,25-34,26,4,"['looking', 'forward', 'weekend']",looking forward weekend
just meal prepped for the kinda week,18-24,36,7,"['meal', 'prepped', 'kinda', 'week']",meal prepped kinda week
grandchildren visiting this weekend!!,35-49,37,4,"['grandchild', 'visiting', 'weekend']",grandchild visiting weekend
technology moves fast,50+,21,3,"['technology', 'move', 'fast']",technology move fast
grandchildren are such a blessing!!!,50+,36,5,"['grandchild', 'blessing']",grandchild blessing
doctor appointments every week!!,50+,32,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
just meal for the week!!!,18-24,25,5,"['meal', 'week']",meal week
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
work-life balance is important!!,25-34,32,4,"['worklife', 'balance', 'important']",worklife balance important
doctor appointments every week!!!,50+,33,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
need to schedule a doctor appointment,25-34,37,6,"['need', 'schedule', 'doctor', 'appointment']",need schedule doctor appointment
grandchildren are such a blessing,50+,33,5,"['grandchild', 'blessing']",grandchild blessing
managing aging parents and grown kids!,35-49,38,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
doctor appointments week,50+,24,3,"['doctor', 'appointment', 'week']",doctor appointment week
doctor appointments every,50+,25,3,"['doctor', 'appointment', 'every']",doctor appointment every
reunion with old friends,35-49,24,4,"['reunion', 'old', 'friend']",reunion old friend
my daughter is totally graduating college,35-49,41,6,"['daughter', 'totally', 'graduating', 'college']",daughter totally graduating college
my absolutely student loans are killing me,18-24,42,7,"['absolutely', 'student', 'loan', 'killing']",absolutely student loan killing
side hustle paying off!,18-24,23,4,"['side', 'hustle', 'paying']",side hustle paying
mortgage rates are insane,25-34,25,4,"['mortgage', 'rate', 'insane']",mortgage rate insane
NEED COFFEE TO FUNCTION,18-24,23,4,"['need', 'coffee', 'function']",need coffee function
adulting is hard,18-24,16,3,"['adulting', 'hard']",adulting hard
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
golden years indeed,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
back in my day,50+,14,4,"['back', 'day']",back day
proud of my children's accomplishments,35-49,38,5,"['proud', 'childrens', 'accomplishment']",proud childrens accomplishment
remember when phones had cords!!!,50+,33,5,"['remember', 'phone', 'cord']",remember phone cord
apartment hunting is stressful,18-24,30,4,"['apartment', 'hunting', 'stressful']",apartment hunting stressful
LOOKING FORWARD TO THE WEEKEND,25-34,30,5,"['looking', 'forward', 'weekend']",looking forward weekend
dating apps are the worst,18-24,25,5,"['dating', 'apps', 'worst']",dating apps worst
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
big mood,<18,8,2,"['big', 'mood']",big mood
proud very of my children's accomplishments!!!,35-49,46,6,"['proud', 'childrens', 'accomplishment']",proud childrens accomplishment
arthritis up today,50+,18,3,"['arthritis', 'today']",arthritis today
HEALTH INSURANCE COSTS ARE RISING,35-49,33,5,"['health', 'insurance', 'cost', 'rising']",health insurance cost rising
business trip week,25-34,18,3,"['business', 'trip', 'week']",business trip week
proud of my children's accomplishments,35-49,38,5,"['proud', 'childrens', 'accomplishment']",proud childrens accomplishment
NETWORKING EVENT TONIGHT,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
THINKING ABOUT CHANGING CAREERS,25-34,31,4,"['thinking', 'changing', 'career']",thinking changing career
home renovation project,25-34,23,3,"['home', 'renovation', 'project']",home renovation project
that's sus!,<18,11,2,"['thats', 'sus']",thats sus
finished my finals,18-24,18,3,"['finished', 'final']",finished final
need to schedule a actually doctor appointment,25-34,46,7,"['need', 'schedule', 'actually', 'doctor', 'appointment']",need schedule actually doctor appointment
senior discount is the best part,50+,32,6,"['senior', 'discount', 'best', 'part']",senior discount best part
looking forward to the weekend!!,25-34,32,5,"['looking', 'forward', 'weekend']",looking forward weekend
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
need coffee to function,18-24,23,4,"['need', 'coffee', 'function']",need coffee function
planning for retirement,35-49,23,3,"['planning', 'retirement']",planning retirement
empty nest syndrome is real,35-49,27,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
work-life balance important,25-34,27,3,"['worklife', 'balance', 'important']",worklife balance important
daughter is graduating college!!!,35-49,33,4,"['daughter', 'graduating', 'college']",daughter graduating college
BRIDGE CLUB MEETING,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
need coffee very to function,18-24,28,5,"['need', 'coffee', 'function']",need coffee function
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
empty nest syndrome is real,35-49,27,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
discount is the best part,50+,25,5,"['discount', 'best', 'part']",discount best part
investing for retirement,25-34,24,3,"['investing', 'retirement']",investing retirement
working remote has pros cons,18-24,28,5,"['working', 'remote', 'pro', 'con']",working remote pro con
WORKING REMOTE HAS PROS AND CONS!!,18-24,34,6,"['working', 'remote', 'pro', 'con']",working remote pro con
finished my finals,18-24,18,3,"['finished', 'final']",finished final
BACK IN LITERALLY MY DAY!,50+,25,5,"['back', 'literally', 'day']",back literally day
just meal prepped for the week!!!,18-24,33,6,"['meal', 'prepped', 'week']",meal prepped week
doctor appointments every week!!!,50+,33,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
INVESTING FOR RETIREMENT!!!,25-34,27,3,"['investing', 'retirement']",investing retirement
proud of my really children's accomplishments!,35-49,46,6,"['proud', 'really', 'childrens', 'accomplishment']",proud really childrens accomplishment
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
business trip next week,25-34,23,4,"['business', 'trip', 'next', 'week']",business trip next week
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
EMPTY NEST SYNDROME IS REAL,35-49,27,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
WORKING REMOTE HAS PROS AND CONS,18-24,32,6,"['working', 'remote', 'pro', 'con']",working remote pro con
that's sus,<18,10,2,"['thats', 'sus']",thats sus
golden years indeed,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
investing for retirement,25-34,24,3,"['investing', 'retirement']",investing retirement
home renovation project,25-34,23,3,"['home', 'renovation', 'project']",home renovation project
no cap this slaps,<18,17,4,"['cap', 'slap']",cap slap
home renovation project!,25-34,24,3,"['home', 'renovation', 'project']",home renovation project
technology moves too fast!,50+,26,4,"['technology', 'move', 'fast']",technology move fast
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
vibing with my besties!!!,<18,25,4,"['vibing', 'besties']",vibing besties
managing aging parents and grown kids,35-49,37,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
mortgage rates are insane!!,25-34,27,4,"['mortgage', 'rate', 'insane']",mortgage rate insane
grandchildren visiting this weekend!!!,35-49,38,4,"['grandchild', 'visiting', 'weekend']",grandchild visiting weekend
managing aging parents and grown kids,35-49,37,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
business trip next week!!!,25-34,26,4,"['business', 'trip', 'next', 'week']",business trip next week
in my day,50+,9,3,['day'],day
literally business trip next week,25-34,33,5,"['literally', 'business', 'trip', 'next', 'week']",literally business trip next week
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
parent-teacher conference today!!,25-34,33,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
RETIREMENT IS WONDERFUL,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
business trip next week,25-34,23,4,"['business', 'trip', 'next', 'week']",business trip next week
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
MY KIDS ARE DRIVING ME CRAZY,25-34,28,6,"['kid', 'driving', 'crazy']",kid driving crazy
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
just finished really my finals,18-24,30,5,"['finished', 'really', 'final']",finished really final
business trip next basically week,25-34,33,5,"['business', 'trip', 'next', 'basically', 'week']",business trip next basically week
yeet,<18,4,1,['yeet'],yeet
just meal prepped for the week!!,18-24,32,6,"['meal', 'prepped', 'week']",meal prepped week
